k,Error,Runtime ns
8,8.24E-03,12638933
9,8.20E-03,16796260
10,8.18E-03,20786986
11,3.07E-03,24610862
12,5.12E-04,39916055
13,5.11E-04,116738624
14,5.11E-04,275063471
15,1.92E-04,839488724
16,3.20E-05,3157619221
