k,Error,Runtime ns
8,9.24E-05,6149118
9,1.83E-05,5487187
10,6.66E-06,6291813
11,1.26E-06,10675677
12,1.67E-07,31293831
13,6.81E-08,103071525
14,1.72E-08,394063096
15,3.34E-09,1702689579
16,1.26E-09,6256838615
