k,Error,Runtime ns
8,3.28E-02,15009483
9,4.11E-03,19924268
10,4.09E-03,27258496
11,4.09E-03,50895566
12,5.12E-04,122448602
13,5.11E-04,299708779
14,5.11E-04,879255888
15,6.39E-05,3034797812
16,6.39E-05,11965487562
