k,Error,Runtime ns
8,8.24E-03,10593616
9,8.20E-03,12038906
10,2.05E-03,13891642
11,2.05E-03,19277328
12,5.12E-04,47413517
13,5.11E-04,138358908
14,1.28E-04,342122357
15,1.28E-04,1096905140
16,3.20E-05,4319155066
