k,Error,Runtime ns
8,3.28E-02,8565223
9,8.20E-03,10230124
10,8.18E-03,11920317
11,2.05E-03,18899674
12,2.05E-03,46713880
13,5.11E-04,128746088
14,5.11E-04,319675291
15,1.28E-04,1000966197
16,1.28E-04,3850929940
