k,Error,Runtime ns
8,8.24E-03,2543694
9,8.20E-03,5592561
10,8.18E-03,8188447
11,3.07E-03,19762268
12,5.12E-04,80977960
13,5.11E-04,242696061
14,5.11E-04,892298342
15,1.92E-04,3432703931
16,3.20E-05,13701064884
