k,Error,Runtime ns
8,9.24E-05,1258620
9,1.83E-05,3278451
10,6.66E-06,13140166
11,1.26E-06,52519902
12,1.67E-07,149389115
13,6.81E-08,362547256
14,1.72E-08,1493460138
15,3.34E-09,5897863022
16,1.27E-09,22672330542
