k,Error,Runtime ns
8,9.24E-05,5794494
9,1.83E-05,5321983
10,6.66E-06,6160324
11,1.26E-06,10147736
12,1.67E-07,28490376
13,6.81E-08,98115230
14,1.72E-08,367483077
15,3.34E-09,1476009160
16,1.26E-09,5951243789
