k,Error,Runtime ns
8,8.24E-03,1908904
9,8.20E-03,1331514
10,2.05E-03,3171970
11,2.05E-03,11919882
12,5.12E-04,47248477
13,5.11E-04,169230691
14,1.28E-04,346878794
15,1.28E-04,1507200668
16,3.20E-05,6278423831
