k,Error,Runtime ns
8,8.24E-03,2532557
9,8.20E-03,1447825
10,2.05E-03,2840625
11,2.05E-03,10288213
12,5.12E-04,40569808
13,5.11E-04,155016741
14,1.28E-04,302039669
15,1.28E-04,1340279751
16,3.20E-05,5724503636
