k,Error,Runtime ns
8,8.24E-03,8551300
9,8.20E-03,11052125
10,8.18E-03,13987505
11,3.07E-03,25485481
12,5.12E-04,52779997
13,5.11E-04,137524141
14,5.11E-04,402136017
15,1.92E-04,1454556721
16,3.20E-05,5112180805
