k,Error,Runtime ns
8,9.24E-05,358701
9,1.83E-05,1282406
10,6.66E-06,4545203
11,1.26E-06,17632529
12,1.67E-07,69872307
13,6.81E-08,279084959
14,1.72E-08,1113266089
15,3.34E-09,4446729081
16,1.27E-09,17802402535
