k,Error,Runtime ns
8,8.24E-03,5750744
9,8.20E-03,7433133
10,8.18E-03,9973585
11,3.07E-03,16203906
12,5.12E-04,42556673
13,5.11E-04,142135465
14,5.11E-04,482338651
15,1.92E-04,1540069525
16,3.20E-05,5443630073
