k,Error,Runtime ns
8,9.24E-05,3942175
9,1.83E-05,1742709
10,6.66E-06,2231502
11,1.26E-06,7295409
12,1.67E-07,28871663
13,6.81E-08,112901954
14,1.72E-08,325222218
15,3.34E-09,949766148
16,1.26E-09,4181092344
