k,Error,Runtime ns
8,9.24E-05,1857454
9,1.83E-05,1151659
10,6.66E-06,2479714
11,1.26E-06,9178996
12,1.67E-07,36420571
13,6.81E-08,145499585
14,1.72E-08,581724983
15,3.34E-09,2326675779
16,1.26E-09,9306427835
