k,Error,Runtime ns
8,3.28E-02,10130596
9,4.11E-03,11170324
10,4.09E-03,12489313
11,4.09E-03,15051715
12,5.12E-04,27324310
13,5.11E-04,80131175
14,5.11E-04,252484491
15,6.39E-05,764821694
16,6.39E-05,2663562002
