k,Error,Runtime ns
8,9.24E-05,732375
9,1.83E-05,1190329
10,6.66E-06,3816285
11,1.26E-06,14549614
12,1.67E-07,57578300
13,6.81E-08,229769986
14,1.72E-08,918247055
15,3.34E-09,3672908092
16,1.26E-09,14757094132
