k,Error,Runtime ns
8,3.28E-02,14191129
9,8.20E-03,19508731
10,8.18E-03,27399774
11,2.05E-03,24829828
12,2.05E-03,38203859
13,5.11E-04,83177577
14,5.11E-04,252298943
15,1.28E-04,707613811
16,1.28E-04,2565376725
