k,Error,Runtime ns
8,3.28E-02,14899944
9,4.11E-03,21144147
10,4.09E-03,21468010
11,4.09E-03,30672175
12,5.12E-04,54130170
13,5.11E-04,147490875
14,5.11E-04,372875494
15,6.39E-05,831217463
16,6.39E-05,2924763743
