k,Error,Runtime ns
8,9.24E-05,13341907
9,1.83E-05,5868921
10,6.66E-06,3517643
11,1.26E-06,7344817
12,1.67E-07,26999725
13,6.81E-08,107214228
14,1.72E-08,355172671
15,3.34E-09,910572431
16,1.26E-09,3059167120
