k,Error,Runtime ns
8,8.24E-03,16087806
9,8.20E-03,21194657
10,8.18E-03,21393627
11,3.07E-03,27243610
12,5.12E-04,43775838
13,5.11E-04,105659387
14,5.11E-04,223968852
15,1.92E-04,668214101
16,3.20E-05,2338922599
