k,Error,Runtime ns
8,3.28E-02,9193519
9,8.20E-03,12147172
10,8.18E-03,17683303
11,2.05E-03,42373531
12,2.05E-03,122550907
13,5.11E-04,320748845
14,5.11E-04,953500294
15,1.28E-04,3357721591
16,1.28E-04,13271163596
