k,Error,Runtime ns
8,3.28E-02,2517317
9,4.11E-03,5488389
10,4.09E-03,8328168
11,4.09E-03,18171349
12,5.12E-04,60468233
13,5.11E-04,225231587
14,5.11E-04,796826299
15,6.39E-05,3009110451
16,6.39E-05,12070655728
