k,Error,Runtime ns
8,8.24E-03,9271832
9,8.20E-03,8888803
10,2.05E-03,4407806
11,2.05E-03,7070077
12,5.12E-04,24622480
13,5.11E-04,96854697
14,1.28E-04,338742521
15,1.28E-04,860950057
16,3.20E-05,3582597306
