k,Error,Runtime ns
8,9.24E-05,2996092
9,1.83E-05,4407114
10,6.66E-06,7307512
11,1.26E-06,23621402
12,1.67E-07,105450984
13,6.81E-08,284326851
14,1.72E-08,787131522
15,3.34E-09,2989044138
16,1.26E-09,11999935539
