k,Error,Runtime ns
8,3.28E-02,17272136
9,8.20E-03,19811145
10,8.18E-03,22506409
11,2.05E-03,25567099
12,2.05E-03,39049749
13,5.11E-04,94916804
14,5.11E-04,266137272
15,1.28E-04,709629499
16,1.28E-04,2603768659
