k,Error,Runtime ns
8,3.28E-02,9007814
9,4.11E-03,10030461
10,4.09E-03,14029236
11,4.09E-03,27711739
12,5.12E-04,60716340
13,5.11E-04,188659902
14,5.11E-04,503661136
15,6.39E-05,1626776107
16,6.39E-05,6228375547
