k,Error,Runtime ns
8,8.24E-03,11815061
9,8.20E-03,14254980
10,8.18E-03,15755899
11,3.07E-03,19974260
12,5.12E-04,34316945
13,5.11E-04,89241727
14,5.11E-04,231506887
15,1.92E-04,582564659
16,3.20E-05,2160894688
