k,Error,Runtime ns
8,8.24E-03,6285623
9,8.20E-03,9686284
10,8.18E-03,12880784
11,3.07E-03,25089390
12,5.12E-04,72180593
13,5.11E-04,255759082
14,5.11E-04,617814478
15,1.92E-04,1955452277
16,3.20E-05,7669507147
