k,Error,Runtime ns
8,3.28E-02,11865049
9,8.20E-03,12153362
10,8.18E-03,11828246
11,2.05E-03,14339250
12,2.05E-03,26840793
13,5.11E-04,76348539
14,5.11E-04,237749947
15,1.28E-04,623987129
16,1.28E-04,2315576447
