k,Error,Runtime ns
8,3.28E-02,13453208
9,4.11E-03,19107388
10,4.09E-03,21520264
11,4.09E-03,21165702
12,5.12E-04,33351544
13,5.11E-04,75076707
14,5.11E-04,179607036
15,6.39E-05,492373452
16,6.39E-05,1843617144
