k,Error,Runtime ns
8,3.28E-02,13854810
9,4.11E-03,18153580
10,4.09E-03,18445312
11,4.09E-03,28036660
12,5.12E-04,60797405
13,5.11E-04,176677371
14,5.11E-04,495052924
15,6.39E-05,1280236799
16,6.39E-05,4462229943
