k,Error,Runtime ns
8,3.28E-02,13745536
9,8.20E-03,16568339
10,8.18E-03,21751978
11,2.05E-03,21686448
12,2.05E-03,35991098
13,5.11E-04,70630385
14,5.11E-04,200618220
15,1.28E-04,567470326
16,1.28E-04,2063598338
