k,Error,Runtime ns
8,9.24E-05,436174
9,1.83E-05,1570832
10,6.66E-06,5827135
11,1.26E-06,22788383
12,1.67E-07,91198434
13,6.81E-08,368655301
14,1.72E-08,1482033826
15,3.34E-09,5767922039
16,1.27E-09,23073239608
