k,Error,Runtime ns
8,3.28E-02,8603436
9,8.20E-03,10686425
10,8.18E-03,13149000
11,2.05E-03,22519773
12,2.05E-03,50326757
13,5.11E-04,168826337
14,5.11E-04,397297743
15,1.28E-04,1289147655
16,1.28E-04,4830439022
