k,Error,Runtime ns
8,9.24E-05,1558343
9,1.83E-05,1238022
10,6.66E-06,3238694
11,1.26E-06,13343661
12,1.67E-07,53426443
13,6.81E-08,188074148
14,1.72E-08,418848374
15,3.34E-09,1533669838
16,1.26E-09,6403060371
