k,Error,Runtime ns
8,3.28E-02,1129255
9,8.20E-03,2427080
10,8.18E-03,8876418
11,2.05E-03,35188943
12,2.05E-03,123269458
13,5.11E-04,316358190
14,5.11E-04,947177824
15,1.28E-04,3340923336
16,1.28E-04,13492635427
