k,Error,Runtime ns
8,9.24E-05,956484
9,1.83E-05,4011709
10,6.66E-06,16004435
11,1.26E-06,63706789
12,1.67E-07,254759305
13,6.81E-08,1018498840
14,1.72E-08,4076091404
15,3.34E-09,16322665323
16,1.25E-09,65304917340
