k,Error,Runtime ns
8,9.24E-05,2019384
9,1.83E-05,1218678
10,6.66E-06,2487293
11,1.26E-06,9073027
12,1.67E-07,35767834
13,6.81E-08,139069505
14,1.72E-08,324009883
15,3.34E-09,1073200775
16,1.26E-09,4579021471
