k,Error,Runtime ns
8,8.24E-03,11835736
9,8.20E-03,17488372
10,8.18E-03,22639453
11,3.07E-03,23798095
12,5.12E-04,37694853
13,5.11E-04,82796331
14,5.11E-04,242433194
15,1.92E-04,696367219
16,3.20E-05,2309426926
