k,Error,Runtime ns
8,9.24E-05,1103360
9,1.83E-05,1185732
10,6.66E-06,3324592
11,1.26E-06,12524961
12,1.67E-07,49487836
13,6.81E-08,200022979
14,1.72E-08,793469461
15,3.34E-09,3165688644
16,1.26E-09,12801143008
