k,Error,Runtime ns
8,8.24E-03,1088194
9,8.20E-03,2819532
10,8.18E-03,10667538
11,3.07E-03,42586858
12,5.12E-04,158767289
13,5.11E-04,309520174
14,5.11E-04,1159870125
15,1.92E-04,4609984306
16,3.20E-05,17876725670
