k,Error,Runtime ns
8,8.24E-03,10158993
9,8.20E-03,12015127
10,8.18E-03,15533252
11,3.07E-03,22423288
12,5.12E-04,42546894
13,5.11E-04,99980345
14,5.11E-04,278498507
15,1.92E-04,1003692228
16,3.20E-05,3620833298
