k,Error,Runtime ns
8,9.24E-05,3920488
9,1.83E-05,4641700
10,6.66E-06,6109268
11,1.26E-06,13940410
12,1.67E-07,70113592
13,6.81E-08,184683903
14,1.72E-08,505788468
15,3.34E-09,1920872412
16,1.26E-09,7645460370
