k,Error,Runtime ns
8,3.28E-02,11276923
9,4.11E-03,11993038
10,4.09E-03,12795738
11,4.09E-03,15227928
12,5.12E-04,28529408
13,5.11E-04,82382802
14,5.11E-04,235489777
15,6.39E-05,625977554
16,6.39E-05,2229060288
