k,Error,Runtime ns
8,9.24E-05,5226045
9,1.83E-05,4711675
10,6.66E-06,6225720
11,1.26E-06,10927371
12,1.67E-07,36023888
13,6.81E-08,118178085
14,1.72E-08,450285663
15,3.34E-09,1863951388
16,1.26E-09,7183848139
