k,Error,Runtime ns
8,9.24E-05,5997992
9,1.83E-05,5984064
10,6.66E-06,6775709
11,1.26E-06,11672382
12,1.67E-07,35669890
13,6.81E-08,128323694
14,1.72E-08,503874967
15,3.34E-09,1959434001
16,1.26E-09,7977144593
