k,Error,Runtime ns
8,3.28E-02,14385104
9,4.11E-03,21406645
10,4.09E-03,21230685
11,4.09E-03,25651295
12,5.12E-04,52247915
13,5.11E-04,121446380
14,5.11E-04,314451479
15,6.39E-05,1128908378
16,6.39E-05,3653861362
