k,Error,Runtime ns
8,3.28E-02,8585007
9,8.20E-03,10655349
10,8.18E-03,11353734
11,2.05E-03,18288989
12,2.05E-03,39467558
13,5.11E-04,113476740
14,5.11E-04,276135908
15,1.28E-04,876376978
16,1.28E-04,3077832364
