k,Error,Runtime ns
8,9.24E-05,10426599
9,1.83E-05,12057831
10,6.66E-06,14280264
11,1.26E-06,20486232
12,1.67E-07,49637399
13,6.81E-08,156305399
14,1.72E-08,619010291
15,3.34E-09,1234250902
16,1.26E-09,5185251227
