k,Error,Runtime ns
8,3.28E-02,6580406
9,8.20E-03,10367177
10,8.18E-03,14425030
11,2.05E-03,24399323
12,2.05E-03,73932531
13,5.11E-04,204219746
14,5.11E-04,552833248
15,1.28E-04,1817335952
16,1.28E-04,7144104252
