k,Error,Runtime ns
8,8.24E-03,8843203
9,8.20E-03,10358509
10,8.18E-03,12906839
11,3.07E-03,15359312
12,5.12E-04,32308227
13,5.11E-04,93431802
14,5.11E-04,274748304
15,1.92E-04,892710862
16,3.20E-05,3613211000
