k,Error,Runtime ns
8,9.24E-05,10280041
9,1.83E-05,11646891
10,6.66E-06,10692485
11,1.26E-06,14352967
12,1.67E-07,25906995
13,6.81E-08,77977029
14,1.72E-08,224394685
15,3.34E-09,628733205
16,1.26E-09,2600281969
