k,Error,Runtime ns
8,9.24E-05,1191552
9,1.83E-05,1030027
10,6.66E-06,2845092
11,1.26E-06,10819078
12,1.67E-07,42850179
13,6.81E-08,167437511
14,1.72E-08,373331420
15,3.34E-09,1230368397
16,1.26E-09,5313024337
